epoch,train_loss,train_acc,train_f1,train_fr,val_loss,val_acc,val_f1,val_fr
37,1.5823945769896874,0.5602363782051282,0.5562185366205136,0.9999654811095591,1.6738495456695557,0.5421,0.5360788238392431,0.0
38,1.563728776650551,0.5653445512820513,0.5613195411093047,0.9999655246174441,1.6712809562683106,0.5415,0.535224989299642,0.0
39,1.5456680331474695,0.5690905448717949,0.5651852826082916,0.999965556681415,1.6657257551193236,0.5433,0.5373246727036209,0.0
40,1.5200073783214276,0.5760216346153846,0.5726582944255941,0.9999656580961981,1.6596962356567382,0.5435,0.5372682059521684,0.0
41,1.5084183445343604,0.5796875,0.5762289648374707,0.9999656198036347,1.6651734075546265,0.5473,0.5411416850618249,0.0
42,1.496083856240297,0.5803685897435897,0.5768908233904836,0.9999657326437897,1.651458344268799,0.5496,0.5435455546552084,0.0
43,1.4812333357639802,0.5846153846153846,0.5813004089340423,0.9999657870941127,1.6529254249572753,0.5497,0.5442002074488598,0.0
44,1.4552888054114121,0.590645032051282,0.587347148046108,0.9999657789052321,1.6453062644958496,0.5512,0.5458980899528176,0.0
45,1.4457660571122781,0.597275641025641,0.593909379866495,0.9999658287235209,1.648452731704712,0.5514,0.5452056676944662,0.0
46,1.41966310158754,0.6013822115384615,0.5983507768900816,0.9999658420246389,1.6488805532455444,0.5523,0.5461732804131995,0.0
47,1.4146006715603363,0.6026842948717949,0.5994351230019634,0.9999658915765126,1.645948708152771,0.5497,0.5441586390834706,0.0
48,1.3872549998454557,0.6091546474358974,0.6062989220450608,0.9999659617068127,1.6360530244827272,0.5533,0.5470784922426823,0.0
49,1.3746837169696122,0.6122195512820513,0.6095556645276975,0.9999659940191704,1.6376562824249268,0.5571,0.5510176488633473,0.0
50,1.368874537639129,0.6154246794871795,0.6123840883912766,0.9999660440640709,1.62905923538208,0.5559,0.5501634056311017,0.0
51,1.352561262020698,0.6192508012820512,0.6167349030219204,0.999966043431374,1.6302966991424561,0.5593,0.5541021266606448,0.0
52,1.3402364017107549,0.6214543269230769,0.6190272768401133,0.9999660906924901,1.6295167901992798,0.5593,0.5529957792250414,0.0
53,1.323430491105104,0.6268830128205128,0.624350985324559,0.999966088444665,1.6299796115875245,0.5592,0.5534895480503667,0.0
54,1.3090104549359052,0.6289663461538462,0.6264029295338233,0.9999661626419364,1.6253034992218018,0.5634,0.5581585249244858,0.0
55,1.3088442991941402,0.6297676282051282,0.6273189294760316,0.9999661611050816,1.6202117835998535,0.5612,0.5567052561195698,0.0
56,1.2903458190269959,0.6344551282051282,0.6318411527264111,0.9999661995065054,1.6189787227630614,0.5633,0.5578068555537208,0.0
57,1.2769761383533478,0.6372596153846154,0.6347755850408358,0.9999662421888474,1.624683934211731,0.5627,0.558080766610841,0.0
58,1.2582967706215686,0.6427483974358974,0.6406719811268924,0.9999662429336186,1.6228249382019042,0.5611,0.5569560410791985,0.0
59,1.2573599538741969,0.6423477564102564,0.639983615677159,0.9999662845180237,1.6215892683029174,0.5601,0.5562041671782348,0.0
60,1.2486963872726147,0.644911858974359,0.6426045148434796,0.9999662804332384,1.6251132389068603,0.5638,0.5590920645246462,0.0
61,1.235655370889566,0.6496794871794872,0.6473379138341806,0.9999663103812169,1.6241236867904663,0.563,0.5579792133379348,0.0
62,1.2306574239180639,0.6526842948717949,0.6504914298410714,0.9999663568078684,1.6216160863876343,0.5633,0.5592209753718336,0.0
63,1.2169470065679306,0.65546875,0.653218777556138,0.9999663615390598,1.6245536460876464,0.5654,0.5611297812517982,0.0
64,1.2117554644743602,0.6555088141025641,0.6531687296499759,0.9999663444422291,1.6157662702560425,0.5676,0.5628831706974593,0.0
65,1.199373510862008,0.6587139423076923,0.6567288177605773,0.9999663850320228,1.6144934949874878,0.5671,0.562432433712627,0.0
66,1.1836055393402394,0.6643429487179487,0.6623745053655842,0.9999664114940903,1.6250407711029053,0.5652,0.5605264520343566,0.0
67,1.1854280748428443,0.6610777243589744,0.6591196378015266,0.9999664468351595,1.6158868410110474,0.5646,0.5605055516575332,0.0
68,1.1729009906450907,0.6655649038461539,0.6635035440318184,0.9999664470368981,1.6192648529052733,0.5688,0.5644401636712929,0.0
69,1.1672310650348663,0.6658854166666667,0.664038222343978,0.9999664101088154,1.6222103584289551,0.5646,0.5598862958163923,0.0
70,1.155608339034594,0.6701322115384616,0.6682897272777076,0.9999664859789128,1.6180190399169923,0.5652,0.56055541497101,0.0
71,1.1430729299019544,0.6741786858974359,0.6724898782989891,0.9999665250595904,1.6192345203399658,0.566,0.5618060503615504,0.0
72,1.134304720010513,0.6753405448717948,0.6737114203939818,0.9999665178588905,1.6199796369552613,0.5682,0.5635763232956321,0.0
73,1.1307006027453985,0.6775641025641026,0.6756351498771597,0.9999665509712335,1.629935564994812,0.5686,0.5639325142232294,0.0
74,1.1281776680396154,0.6802684294871795,0.6784574080337769,0.999966554364539,1.6293358085632323,0.5665,0.5618498217901531,0.0
75,1.1149590235490066,0.6798677884615385,0.6783481024283329,0.9999665697068875,1.623511540222168,0.5671,0.5628006650403269,0.0
76,1.110098505478639,0.6828725961538461,0.6811636409286667,0.9999665981687977,1.6278527568817138,0.5675,0.5625463705251647,0.0
77,1.1155505195642128,0.68125,0.6795210158270941,0.9999665841288299,1.6187045698165894,0.5678,0.5630689610232975,0.0
78,1.1082639755346837,0.6825520833333333,0.6808028957743566,0.9999665960352697,1.6198212921142578,0.5686,0.5641067752336103,0.0
79,1.0971433196312341,0.6857572115384616,0.6841880451969318,0.9999666672902321,1.6244102390289306,0.5676,0.5632234578484211,0.0
80,1.0944259307323358,0.6869791666666667,0.6853790189404738,0.9999666359860456,1.624778455543518,0.5679,0.5634954104048644,0.0
81,1.0914121369520824,0.6893830128205128,0.6876774993100632,0.9999666605875295,1.6280986419677734,0.5671,0.562571640605125,0.0
82,1.087981249124576,0.6896834935897436,0.6881202678572368,0.9999666517816838,1.6294554876327514,0.5671,0.5625078695795465,0.0
83,1.0795134947850153,0.6925080128205128,0.690971825097062,0.9999666432320011,1.6259894744873047,0.5695,0.5652689531704884,0.0
84,1.0754112399541416,0.6922676282051282,0.6907770348293532,0.9999666571127411,1.6206568706512452,0.5665,0.5618459102947136,0.0
85,1.0637118344123546,0.6959334935897435,0.6942407711862412,0.9999666708190115,1.624402766227722,0.5701,0.5656681302855645,0.0
86,1.0640148364580595,0.6962540064102564,0.6947300330089852,0.9999666783283117,1.6240210763931275,0.5707,0.5663713955631271,0.0
87,1.0642748273335971,0.6937700320512821,0.692280750716638,0.9999666943980825,1.6328958833694458,0.568,0.5641472321966288,0.0
88,1.0517740903756558,0.6993790064102564,0.6977871973862005,0.9999667208006638,1.622897070121765,0.5695,0.5651465713726721,0.0
89,1.0596290435546483,0.6974959935897436,0.695889492408742,0.9999667293641034,1.635453153038025,0.5688,0.5652656332657366,0.0
90,1.0508149328904275,0.6985977564102565,0.6972789669223854,0.9999667072794207,1.6306893117904664,0.5718,0.567531397531581,0.0
91,1.0483519497590188,0.7017628205128205,0.7004262321308431,0.9999667346554605,1.6283624528884888,0.5674,0.5636539568681098,0.0
92,1.0485509835756741,0.6998397435897435,0.6984084138335054,0.9999667472029541,1.6292658308029175,0.568,0.5641221378563912,0.0
93,1.042165122123865,0.7020032051282051,0.7004965751444284,0.9999667699674938,1.626066748046875,0.5711,0.5669948479611567,0.0
94,1.041299705627637,0.7014623397435897,0.7000143093304786,0.9999667446292649,1.6354971076965332,0.5697,0.5655925900815493,0.0
95,1.0393500161476625,0.7028645833333333,0.7015193347790323,0.9999667807884357,1.6258088314056396,0.5704,0.5656677244590421,0.0
96,1.0307147074968388,0.7022235576923077,0.7007491258012135,0.9999667870089627,1.6302708070755005,0.569,0.5648865232451683,0.0
97,1.0287086103207026,0.7054887820512821,0.7043694448850865,0.9999667684984327,1.6322886766433715,0.5707,0.5663677334367577,0.0
98,1.0277731281060438,0.7053485576923076,0.7039178041983298,0.9999667884544744,1.634077773284912,0.5689,0.5641398281569525,0.0
99,1.030897687184505,0.7069511217948717,0.7053280728530638,0.9999667665706005,1.6313151203155518,0.5678,0.5633564918833965,0.0
100,1.0255692857962388,0.7075921474358975,0.7063714698356871,0.9999667840164355,1.6331334857940674,0.569,0.5651046671017833,0.0
101,1.0328398680075621,0.7063501602564103,0.7046632060812961,0.9999668030026938,1.6355774560928344,0.5694,0.5647480414004111,0.0
102,1.0234010294461862,0.7052483974358974,0.7038013063081386,0.9999668149808518,1.632742670059204,0.5682,0.5639215921455787,0.0
103,1.0188406559137198,0.7087940705128205,0.7074227393303176,0.9999667629465588,1.6341535257339477,0.5687,0.563914077958025,0.0
104,1.0191076235893446,0.7081129807692308,0.7069102389371658,0.9999667851992664,1.631176658630371,0.5677,0.5634845234670162,0.0
105,1.0235161134829889,0.705448717948718,0.7040793333467825,0.9999667706022315,1.6255485769271851,0.5704,0.5664331574680361,0.0
106,1.026919805086576,0.7073918269230769,0.706087559086449,0.9999667955946897,1.6323759687423707,0.57,0.56573702194157,0.0
107,1.0208929144419157,0.7082932692307692,0.7068512278485832,0.9999667984776709,1.6351953268051147,0.5698,0.5655021693646919,0.0
108,1.0215412942262796,0.7059294871794872,0.7045247591755773,0.9999668129366137,1.6308487199783326,0.5689,0.5644827549441964,0.0
109,1.0160701907598055,0.7085737179487179,0.7072982452222741,0.9999667929845258,1.6273293954849244,0.5692,0.5655799979690057,0.0
110,1.0214330609028155,0.7065104166666667,0.7053864915629604,0.9999668040291024,1.6354535146713256,0.5698,0.5661407941064978,0.0
111,1.0201882817806343,0.7099959935897436,0.7086847641987148,0.9999668012629076,1.627939423942566,0.5695,0.5654266880420592,0.0
112,1.011210884497716,0.7103365384615384,0.7089329323179117,0.9999668020676218,1.6351349802017212,0.5687,0.5643286934376818,0.0
113,1.0097235629191765,0.7111979166666667,0.7099373890739651,0.999966802297101,1.6311363105773926,0.5701,0.565552827764656,0.0
114,1.0126436580450107,0.7104366987179487,0.7091837226827324,0.9999668126925721,1.631844471168518,0.5707,0.5666281576963224,0.0
115,1.0150412197296437,0.7089543269230769,0.7075091474187047,0.9999668220504155,1.6342183805465698,0.57,0.5658610165154316,0.0
116,1.0119529886123462,0.7100560897435897,0.708664515297408,0.9999668362380586,1.635059718132019,0.5681,0.5638098887895979,0.0
117,1.0157673893830714,0.7095753205128205,0.7084550832108069,0.9999667656944311,1.6326717098236083,0.569,0.5645188021756014,0.0
118,1.0170875518749922,0.7110376602564102,0.7096771306121884,0.999966820722076,1.6327496374130248,0.5692,0.5650531989316302,0.0
119,1.0074788741576366,0.7129206730769231,0.7115787492273262,0.999966809273111,1.6328457166671753,0.5671,0.5628593516683819,0.0
120,1.0230993440518013,0.7098758012820513,0.7084697849698054,0.9999668280713154,1.6279087020874023,0.5683,0.5643367296327382,0.0
