epoch,train_loss,train_acc,train_f1,train_fr,val_loss,val_acc,val_f1,val_fr
44,0.16629204330727076,0.942988782051282,0.9429717465140929,0.9999666995571552,0.48660905079841615,0.8692,0.8697450613653336,0.0
45,0.1630439379467414,0.9435697115384616,0.9435575059695855,0.9999666337141142,0.5208981784820557,0.8676,0.8678736265683169,0.0
46,0.15862401633117443,0.9448918269230769,0.9448781661674944,0.9999667396880753,0.7405739690780639,0.8505,0.851142909894472,0.0
47,0.15475490534534822,0.9458733974358975,0.9458713644549646,0.9999667782872611,0.7429097610473633,0.8443,0.8441801288413192,0.0
48,0.15141039316852886,0.9478766025641026,0.9478656725417075,0.9999665920904532,0.5114029187202453,0.8647,0.8647521823713757,0.0
49,0.14283929409889073,0.9516626602564102,0.9516613888680624,0.9999668542669023,0.6443542646408081,0.8634,0.8632546275665958,0.0
50,0.14141813926398755,0.9514623397435897,0.9514617730497464,0.9999667625100449,0.5501184267997742,0.8631,0.8625728470128584,0.0
51,0.14046552279629768,0.9526241987179487,0.9526228758704406,0.9999666917649763,0.5532873216629028,0.8664,0.866524731756669,0.0
52,0.1413540033575816,0.95234375,0.9523352016441995,0.9999667664298407,0.47128057775497434,0.8766,0.8764351478248719,0.0
53,0.13519168011844157,0.9544671474358974,0.9544660170019231,0.9999668337682297,0.48362031984329223,0.8744,0.8740864889207772,0.0
54,0.1306764889986087,0.9555288461538461,0.9555246167515999,0.9999669625868995,0.527673107290268,0.8707,0.8709993394832019,0.0
55,0.12656021451529784,0.9571915064102564,0.9572107217176375,0.9999667947108036,0.7093760015487671,0.8547,0.8559250066844077,0.0
56,0.12602967208203597,0.9558693910256411,0.9558598632170275,0.9999668923474933,0.4960922269821167,0.874,0.8740525021999612,0.0
57,0.12679358942386432,0.9566105769230769,0.9566113678839695,0.9999666514613086,0.5784320449352265,0.8642,0.8644300505882304,0.0
58,0.11881895814664088,0.9593349358974359,0.9593317017313885,0.999966870922434,0.5270103658676147,0.868,0.8682900202794726,0.0
59,0.11679280096521745,0.9599358974358975,0.9599353341645779,0.9999669120558993,0.5561543998718261,0.8663,0.8664084604621969,0.0
60,0.11723555402400401,0.959795673076923,0.9597889306618056,0.9999670773844623,0.5190946063041687,0.8701,0.8699138887546395,0.0
61,0.11454396385890551,0.9609375,0.9609407247340241,0.9999668237805429,0.6118613313674927,0.8646,0.8649741235738224,0.0
62,0.11040995660214088,0.963261217948718,0.9632625361434742,0.9999671222614482,0.5703450010299682,0.8689,0.8687503078811714,0.0
63,0.11128600060653228,0.9626201923076924,0.9626280437235634,0.9999669755130705,0.5854760803222656,0.8647,0.8650988824582624,0.0
64,0.10496415634376881,0.9647836538461538,0.9647768541163837,0.9999670922945366,0.5180206358909607,0.8705,0.8701624785199374,0.0
65,0.10517783772486906,0.9638020833333333,0.9638013682288415,0.9999670165317227,0.662476216506958,0.8595,0.8591313148983698,0.0
66,0.10284361322529804,0.9651842948717949,0.9651835071285808,0.9999669711729621,0.5844220895767211,0.8652,0.8657754746393485,0.0
67,0.10596089801058556,0.9637620192307692,0.9637703053338174,0.9999668125094747,0.5471214903831482,0.8696,0.8696361067772116,0.0
68,0.0983142586854788,0.9663261217948718,0.9663228455904761,0.9999670272530612,0.529779958152771,0.8705,0.8703319446408434,0.0
69,0.09466932194355207,0.9680689102564103,0.9680689560400448,0.999967332219032,0.8770791240692138,0.8478,0.8485530512718261,0.0
70,0.09288285559473129,0.9688301282051283,0.9688310939299318,0.9999672957648466,0.555704345035553,0.871,0.8706273862256542,0.0
71,0.0952382001787042,0.96796875,0.9679609866294691,0.999967464920248,0.5727031660079956,0.8713,0.8714028409746459,0.0
72,0.0934623326580876,0.9691907051282052,0.9691906996478309,0.9999673449266439,0.8863722394943238,0.8581,0.8589957874001712,0.0
73,0.08736707086268908,0.9697716346153846,0.9697701706684654,0.9999674583726326,0.5521544969558716,0.8701,0.8703507376440951,0.0
74,0.08803237354000791,0.9705528846153846,0.9705515519431616,0.9999675323627334,0.5373174277305603,0.8755,0.8755671857296378,0.0
75,0.08595899601872915,0.9712139423076923,0.9712102301164632,0.9999674163082176,0.6398574857711792,0.8686,0.8693150598007996,0.0
76,0.08640670621385559,0.9707532051282052,0.9707502198714095,0.9999674812115721,0.8333511629104614,0.8614,0.8619644648305946,0.0
77,0.08251476165337059,0.9725560897435898,0.9725565293081276,0.999967392038982,0.6222955405235291,0.8687,0.8690786411862849,0.0
78,0.08125251712611853,0.9720552884615384,0.972058499408902,0.9999674713534796,0.5156441660881043,0.879,0.8790313639361577,0.0
79,0.07857549221565326,0.974238782051282,0.9742346745151271,0.9999677342034964,0.5714826312065124,0.87,0.8699199288713461,0.0
80,0.07953676214823738,0.9731971153846154,0.9731992784164545,0.9999677978384309,0.5498730783462524,0.8737,0.87364890334654,0.0
81,0.07978707384318114,0.9724358974358974,0.9724395040770716,0.9999676131789789,0.7494665170669556,0.8635,0.8639483008277844,0.0
82,0.0766191568894264,0.9741386217948718,0.974139321917715,0.9999677334679725,0.556166413974762,0.8742,0.874265185926348,0.0
83,0.07507094796746969,0.9748597756410257,0.974854289878784,0.9999678814568274,0.5933978634834289,0.8722,0.8719826206810026,0.0
84,0.0725845700631348,0.9750801282051282,0.9750794568402235,0.9999679586906645,0.5212992489814758,0.8796,0.8793803897274713,0.0
85,0.0721184775328789,0.975380608974359,0.9753825945182133,0.9999678649272612,0.5266215467453003,0.8795,0.879302843123804,0.0
86,0.07172052627309966,0.9756810897435897,0.9756788095629598,0.9999679392743639,0.5255524487495422,0.8814,0.8813259005953086,0.0
87,0.0656729694049901,0.9778445512820513,0.9778475721586153,0.999968099855072,0.5126575348854064,0.88,0.8799532992063519,0.0
88,0.06931722355433381,0.976181891025641,0.9761879355838537,0.9999680463608005,0.5407473419189454,0.8751,0.8752654463712316,0.0
89,0.06659618417421977,0.9775040064102564,0.9775078475159555,0.9999681016997114,0.5309718916893006,0.879,0.878924795565865,0.0
90,0.0676493978056197,0.9774439102564103,0.9774457853807783,0.9999681361889602,0.5500654712677002,0.8773,0.8771679019991007,0.0
91,0.06839155610411977,0.9766225961538462,0.9766214286567132,0.9999681859999147,0.649716535949707,0.8673,0.8666680717064992,0.0
92,0.06411052089041243,0.978505608974359,0.9785095652976576,0.9999680649290131,0.5591900165557862,0.8744,0.8743509385144014,0.0
93,0.06472767831948706,0.9776442307692308,0.9776432936869144,0.9999682117101639,0.6894865524291992,0.8627,0.8635525394265413,0.0
94,0.06162948984390077,0.979286858974359,0.9792886989115054,0.999968212625056,0.6627682230949402,0.865,0.8653314696995087,0.0
95,0.06464954145515385,0.9782251602564103,0.9782240013471675,0.9999683714133929,0.6285699180603027,0.8697,0.8700666297869116,0.0
96,0.06411911715060854,0.978505608974359,0.9785063223997174,0.9999682263258699,0.6589149984359741,0.8663,0.8664240967174024,0.0
97,0.06257454180755677,0.9794471153846154,0.9794481634752061,0.9999683244822695,0.6521775030136109,0.8668,0.8675126516328626,0.0
98,0.06068463669373439,0.979667467948718,0.9796682377854081,0.9999681995253208,0.622382050037384,0.8708,0.8715151060432536,0.0
99,0.060456127708013625,0.9799078525641025,0.9799073051154181,0.9999683059849733,0.6867437757492065,0.8657,0.866232153276752,0.0
100,0.056875256865691295,0.98046875,0.9804664704637871,0.9999684226840065,0.5452219417572022,0.8806,0.8806105009356452,0.0
101,0.05718509520475681,0.9807291666666667,0.9807326344372627,0.9999683896782485,0.5495660111427307,0.879,0.8792497560300735,0.0
102,0.05659575330762145,0.981270032051282,0.9812747454729633,0.9999684874255982,0.6356286028861999,0.8704,0.8712347579076948,0.0
103,0.057985677436376226,0.9805689102564102,0.9805672455313534,0.9999684396880777,0.6792451939582824,0.8682,0.869363989076154,0.0
104,0.05777173342589193,0.9802684294871795,0.9802722460355296,0.999968459406251,0.6027858194351197,0.871,0.8716173524696545,0.0
105,0.0618422526293076,0.9797475961538461,0.9797452971483672,0.9999684244579939,0.6193249642372132,0.8723,0.8728907965733341,0.0
106,0.057772808921977115,0.9803886217948717,0.9803903110730555,0.9999685056060247,0.6346140578269959,0.8719,0.8724611174251635,0.0
107,0.05751680845800692,0.9807291666666667,0.9807296658557638,0.9999684989760602,0.7487532833099365,0.8624,0.8633581481123572,0.0
108,0.05722067137607015,0.9810897435897435,0.9810890476455525,0.9999685326618247,0.944248949432373,0.8552,0.8567629135568037,0.0
109,0.05615086127191973,0.9813501602564103,0.9813540206557819,0.9999685418467503,0.8166240472793579,0.86,0.8613997739481303,0.0
110,0.05636116126791025,0.9808693910256411,0.980869909289043,0.9999685538660912,0.6138076949119567,0.8723,0.8731128639618604,0.0
111,0.05663052534756179,0.981270032051282,0.9812717796259612,0.9999685658803575,0.5776003651618957,0.8765,0.8769331383924731,0.0
112,0.056363312452315135,0.9806891025641026,0.9806889071141868,0.9999685535631732,0.6936025619506836,0.8679,0.8687972278238115,0.0
113,0.0548185409918332,0.9814903846153846,0.9814876975738974,0.9999685754454992,0.6473907090187073,0.8699,0.8704066189081712,0.0
114,0.05498011428982211,0.9809094551282052,0.9809100510463675,0.9999685961357546,0.5823300155639648,0.8748,0.8753053387590674,0.0
115,0.05676402097376875,0.9811698717948718,0.9811702878190127,0.9999685788903138,0.6112930583953857,0.871,0.871732480991829,0.0
116,0.0551156930016497,0.9817708333333334,0.9817721610941833,0.99996853538284,0.8094996801376343,0.8596,0.8609566907919431,0.0
117,0.05760297843087942,0.9805088141025641,0.9805106702253414,0.9999685621926296,0.6787802810668946,0.8686,0.8693115200107402,0.0
118,0.05500091083753759,0.9813902243589744,0.9813908876003635,0.9999685306775279,0.608704180431366,0.8731,0.8736417185733959,0.0
119,0.05679827222648339,0.98125,0.9812536767409215,0.9999685854792147,0.6259268931388855,0.8716,0.8722533790622775,0.0
120,0.05744590188484066,0.980849358974359,0.9808494253621978,0.999968578100806,0.6048998277664185,0.8721,0.8725854944923739,0.0
