backbone,dataset,dropout_p,noise_std,erasure,accuracy,f1,fr_accuracy,redundancy,learnable_A,aux_rec_loss,lambda_rec,no_nncl,final_eval_loss,seed,epochs,batch_size,warmup_epochs
efficientnet_b0,cifar100,0.2,0.05,0.0,0.58,0.5770570433505376,0.0,0.5,False,True,1.0,False,1.8309524768829346,42,120,128,5
efficientnet_b0,cifar100,0.2,0.05,0.2,0.58,0.5770570433505376,0.9999686771454439,0.5,False,True,1.0,False,2.195388024711609,42,120,128,5
efficientnet_b0,cifar100,0.2,0.05,0.4,0.58,0.5770570433505376,0.9999689397565379,0.5,False,True,1.0,False,2.561232140159607,42,120,128,5
